cust_id,No_of_days_frm_L_pur,total_sale,No_baskets,item_cnt,no_SKUs,no_Categories,avg_no_prds_w_ret,Flag_Multi_cat_p2
204961,71,108.29,1,5,5,2,5,1
205910,2,4406.57,32,423,287,91,13.21875,1
208531,58,967.26,4,67,27,12,16.75,1
211204,132,722.4,6,31,23,10,5.166666667,1
211348,17,643.3,4,15,8,5,3.75,1
211659,31,2228.5,10,133,12,11,13.3,0
211726,7,493.28,4,101,25,13,25.25,1
212354,7,3188,18,231,129,57,12.83333333,1
213269,284,129,1,2,1,1,2,0
213478,391,125.8,1,5,5,3,5,0
214281,399,116,1,7,3,1,7,0
214623,18,5838,18,257,128,30,14.27777778,1
218241,20,4101.2,13,358,137,48,27.53846154,1
218601,61,723.18,2,17,4,2,8.5,0
218691,5,6034.74,51,713,328,128,13.98039216,1
219754,24,4693.27,26,542,256,83,20.84615385,1
220159,128,1542.49,12,74,38,23,6.166666667,0
221395,2,7813.96,39,815,433,129,20.8974359,1
222352,109,209.81,2,34,19,4,17,1
223955,169,143.55,2,12,7,4,6,0
224219,298,113.08,1,7,4,2,7,0
224349,171,529.41,2,51,6,3,25.5,1
225418,6,1657.82,9,71,42,25,7.888888889,1
226128,18,585.03,5,43,33,10,8.6,0
226587,60,623.6,3,39,30,11,13,1
230769,28,753.46,5,44,5,5,8.8,1
231566,36,107.1,1,102,5,2,102,1
232330,10,2565.84,23,240,155,68,10.43478261,1
232624,421,196.6,2,3,2,2,1.5,0
233541,59,1933.48,3,31,23,8,10.33333333,1
234541,64,634.82,3,42,16,7,14,1
234785,4,1079.81,8,80,55,27,10,1
234898,58,1348.64,5,82,63,16,16.4,1
236301,333,400.14,4,26,16,11,6.5,0
236358,337,636.5,4,51,43,7,12.75,0
236756,35,4089,2,7,7,3,3.5,0
237184,37,563.74,4,55,37,13,13.75,1
237526,98,859.07,7,64,53,20,9.142857143,1
237645,14,17317.19,33,864,230,87,26.18181818,1
237869,24,298.35,1,22,7,3,22,1
238606,52,3564.56,7,139,74,31,19.85714286,1
239425,76,2059,2,54,6,4,27,1
247606,35,1110.64,4,103,78,16,25.75,1
253090,10,12013.44,34,462,228,100,13.58823529,1
255306,404,122.9,1,6,2,2,6,0
259266,14,1766.47,7,110,97,26,15.71428571,1
263125,125,1284.78,8,64,25,15,8,1
267725,83,663.4,5,64,35,16,12.8,1
267886,23,712.2,6,44,38,18,7.333333333,1
278665,307,232.79,2,13,5,4,6.5,0
288865,238,62.4,1,12,2,1,12,0
294655,142,105.24,1,33,5,2,33,1
295360,53,281.93,2,39,15,5,19.5,1
303753,10,5434.2,31,594,234,92,19.16129032,1
304778,14,206.32,2,34,12,5,17,1
318975,330,475.1,4,24,17,7,6,0
328517,10,18634.7,9,347,28,16,38.55555556,1
328670,29,1054.77,10,79,74,32,7.9,1
329271,15,7821.45,31,441,190,79,14.22580645,1
329475,14,2055.51,12,182,151,38,15.16666667,1
337449,15,294.94,2,18,7,3,9,0
339091,18,1769.4,9,85,56,21,9.444444444,1
339162,262,356.89,2,16,10,5,8,0
340472,56,618.75,5,99,35,14,19.8,1
341916,3,1047.48,8,63,31,16,7.875,1
343235,25,2463.25,12,108,79,29,9,1
343433,14,10860.61,6,36,28,11,6,1
343455,123,3262.17,16,146,62,42,9.125,1
343732,140,1665.04,5,76,37,10,15.2,1
344543,145,766.72,5,34,31,10,6.8,1
350739,11,508.59,4,69,41,15,17.25,1
351065,79,2978.8,10,78,50,23,7.8,1
358186,226,2461.3,15,231,104,41,15.4,0
358281,30,4504.03,20,371,176,58,18.55,1
358714,5,3476.76,11,242,201,45,22,1
366357,53,1491.54,8,98,56,24,12.25,1
367589,6,76920.65,126,1801,647,280,14.29365079,1
372648,16,3979.49,14,273,159,54,19.5,1
372920,423,99.78,1,10,7,2,10,0
373106,350,101.6,1,14,7,5,14,0
373251,66,2978.82,21,315,167,77,15,1
374311,121,2009.82,12,99,54,32,8.25,1
374535,64,6190.95,14,215,92,40,15.35714286,1
375754,16,1910.42,10,140,82,30,14,1
376106,58,2896.22,12,144,97,43,12,1
377156,23,2601.32,16,484,127,34,30.25,1
378248,4,2449.07,15,149,71,34,9.933333333,1
379092,251,441.42,1,167,12,3,167,0
379167,1,424.91,3,16,11,6,5.333333333,1
379454,3,1579.25,9,163,47,22,18.11111111,1
379464,300,192,1,11,2,1,11,0
379552,384,59.9,1,1,1,1,1,0
379705,6,4093.78,19,264,109,47,13.89473684,1
380392,72,2565.18,20,190,169,64,9.5,1
380526,30,486.4,4,39,36,14,9.75,1
380896,122,447.3,2,23,9,7,11.5,1
381282,73,653.86,3,49,25,9,16.33333333,1
382148,171,767,2,3,3,2,1.5,0
382870,341,260,1,2,1,1,2,0
383880,81,143.8,1,6,3,1,6,0
384179,25,1308.7,9,155,85,27,17.22222222,1
384884,31,1246,4,66,41,14,16.5,1
385996,56,5832.22,14,243,123,42,17.35714286,1
386399,24,2137.75,10,134,83,28,13.4,1
387788,60,499.68,4,59,43,8,14.75,1
388629,56,1814.95,7,43,34,16,6.142857143,1
388732,152,827.97,3,13,5,4,4.333333333,0
389431,62,7428.67,14,85,53,24,6.071428571,1
390979,66,116.2,1,8,4,3,8,1
391584,0,699.18,2,17,10,6,8.5,1
391660,189,365.75,2,70,29,5,35,0
392496,11,6929.35,29,1005,293,98,34.65517241,1
413072,258,1049.7,4,157,52,18,39.25,0
413222,150,405.74,2,39,11,4,19.5,1
413597,43,3236.9,15,113,91,43,7.533333333,1
413702,245,101.05,1,8,5,2,8,0
413903,80,379.08,3,21,20,8,7,1
414338,426,108,1,3,1,1,3,0
414597,67,1681.33,9,84,19,12,9.333333333,1
415131,12,2565.03,16,337,158,47,21.0625,1
415292,12,7044.3,21,299,177,71,14.23809524,1
415517,145,105.15,1,5,3,2,5,1
416356,205,2439.4,10,230,38,23,23,0
417394,159,938.87,2,5,2,2,2.5,0
417516,2,28439.17,99,1021,745,319,10.31313131,1
418501,7,1922.86,11,127,79,31,11.54545455,1
419285,129,654.4,3,26,11,4,8.666666667,0
420391,10,1207.45,9,76,47,20,8.444444444,1
421357,64,69,1,1,1,1,1,0
421463,16,1148.92,5,78,21,14,15.6,1
421656,370,140.1,1,7,7,2,7,0
422443,335,113.7,1,10,5,2,10,0
422513,298,109.09,1,9,5,2,9,0
422781,10,1792.79,9,76,69,29,8.444444444,1
424625,12,819.68,4,40,14,7,10,1
424929,442,913.6,3,120,21,6,40,0
424998,61,1344.53,7,156,61,17,22.28571429,1
425400,216,140,1,4,1,1,4,0
425501,23,850,5,9,9,6,1.8,1
425542,147,564.97,4,32,25,10,8,1
425752,162,220.6,2,10,7,3,5,0
427291,18,129.81,1,7,4,2,7,1
427394,106,1705.12,2,13,9,4,6.5,1
427455,2,2505.86,15,346,191,62,23.06666667,1
428323,36,2833.46,13,198,35,24,15.23076923,1
428597,7,4535.04,10,186,128,44,18.6,1
429065,34,2107.55,11,210,77,27,19.09090909,1
429296,224,184.82,2,20,15,6,10,0
429331,10,859.7,7,74,50,20,10.57142857,1
429476,328,586,2,26,21,10,13,0
429703,30,4342.49,21,227,160,66,10.80952381,1
430515,132,614.79,3,30,26,9,10,1
431097,356,230.3,2,10,10,7,5,0
431459,343,507,1,3,1,1,3,0
431967,1,13132.11,29,518,283,82,17.86206897,1
432703,16,670.3,2,5,3,3,2.5,1
433178,3,3647.53,22,420,111,50,19.09090909,1
433533,56,695.12,6,70,43,12,11.66666667,1
433882,154,422.5,3,29,21,7,9.666666667,1
435641,268,145.5,1,4,4,3,4,0
435693,42,6073.26,23,175,97,51,7.608695652,1
436513,66,1724,10,77,65,29,7.7,1
437717,28,1188.14,10,161,78,28,16.1,1
437814,1,2424.93,11,117,63,30,10.63636364,1
438826,1,4632.8,27,597,293,96,22.11111111,1
439912,7,2708.82,18,142,96,36,7.888888889,1
442007,170,185,1,4,2,1,4,0
442380,197,354.2,3,78,32,11,26,0
443010,264,102.3,1,11,6,3,11,0
445100,283,1242.8,7,67,49,20,9.571428571,0
445388,299,822.5,2,16,16,5,8,0
446112,4,1181.65,4,48,32,11,12,1
446285,13,805.14,7,37,31,20,5.285714286,1
446287,35,1153.09,8,50,27,15,6.25,1
446499,8,6154.16,15,587,276,46,39.13333333,1
446697,52,146.93,1,10,5,2,10,1
446853,255,1226.4,4,43,19,14,10.75,0
447949,14,4844.54,28,332,284,83,11.85714286,1
450161,9,2304.26,12,133,39,22,11.08333333,1
450932,122,823.63,2,59,26,7,29.5,1
451635,118,447.65,4,41,30,15,10.25,1
452426,2,1605.54,12,108,95,37,9,1
452993,1,1081.98,4,46,32,16,11.5,1
453678,416,102.91,1,9,6,3,9,0
453893,352,100,1,9,6,3,9,0
455810,29,3365.83,9,265,124,32,29.44444444,1
458827,382,366.3,4,38,5,5,9.5,0
460453,224,388.5,3,36,25,10,12,0
461410,1,3627.51,22,465,161,68,21.13636364,1
462688,0,3480.37,20,243,143,53,12.15,1
463135,202,5252.21,7,582,49,16,83.14285714,0
464275,60,274.18,3,17,11,6,5.666666667,1
464489,1,4867.6,32,206,143,76,6.4375,1
465858,8,2533.33,15,337,154,50,22.46666667,1
465959,9,215.43,2,10,4,2,5,1
466472,11,2565.42,11,181,52,25,16.45454546,1
466997,251,960.9,5,90,38,11,18,0
467611,202,1845.89,11,73,44,22,6.636363636,0
470561,439,389.6,1,22,20,6,22,0
471051,126,1677.59,8,120,38,17,15,0
472396,180,112.4,1,14,5,2,14,1
472532,31,3405.93,9,256,40,19,28.44444444,1
473020,11,633.51,4,24,19,8,6,1
473674,11,1741.46,10,53,33,19,5.3,1
474290,38,578.9,3,11,8,6,3.666666667,1
474403,174,1713.71,10,152,54,29,15.2,1
474496,79,161.6,1,10,8,3,10,1
474940,439,120.2,1,25,6,2,25,0
474967,245,99.89,1,3,2,2,3,0
476421,45,569.41,3,36,19,5,12,1
476612,245,222.98,2,19,16,5,9.5,0
478631,141,334.35,3,26,16,5,8.666666667,1
478738,145,1238.07,6,128,60,25,21.33333333,1
478879,202,1097.58,4,47,23,10,11.75,0
479530,62,453,1,7,1,1,7,0
480784,8,335.56,3,17,15,8,5.666666667,1
480848,245,684.18,3,14,10,7,4.666666667,0
481770,171,268.91,1,46,4,1,46,0
482131,20,4096.49,22,285,135,42,12.95454546,1
482240,86,472.85,2,17,11,4,8.5,1
482356,60,2365.89,9,179,51,20,19.88888889,1
482897,10,2565.47,10,60,30,15,6,1
483266,75,136.99,2,5,2,2,2.5,0
483772,109,547.5,2,19,16,4,9.5,1
484461,432,172.6,1,10,3,2,10,0
484585,34,1603.98,10,171,114,40,17.1,1
485697,70,106.8,1,7,5,3,7,1
486095,59,1625.49,13,94,60,26,7.230769231,1
486679,4,2885.74,17,127,80,37,7.470588235,1
487960,6,394.6,1,13,4,2,13,1
488089,51,196.4,1,4,2,2,4,1
488319,27,468.86,2,57,29,7,28.5,1
488514,36,2976.1,14,175,100,37,12.5,1
488862,182,114.9,1,12,8,1,12,0
489902,297,207.41,2,27,21,9,13.5,0
490101,156,610.7,4,7,7,4,1.75,1
490354,14,3252.32,8,192,141,39,24,1
490488,56,392.77,2,25,17,3,12.5,1
490793,4,66974.6,87,7886,384,135,90.64367816,1
490917,19,4879.53,17,353,194,54,20.76470588,1
494641,171,417.56,2,51,7,4,25.5,0
494969,353,155.6,1,15,12,4,15,0
494996,16,1860.67,12,203,91,32,16.91666667,1
495074,267,103.26,1,13,6,2,13,0
497841,21,8856.67,50,736,396,149,14.72,1
498110,62,530.62,2,17,16,7,8.5,1
498301,21,750.69,6,75,64,17,12.5,1
498348,5,4286.2,15,549,189,41,36.6,1
498907,445,107.27,1,12,4,3,12,0
499172,229,1386.29,6,154,32,15,25.66666667,0
500711,62,111.3,1,2,2,1,2,0
502825,69,1132.11,4,86,44,13,21.5,1
503268,170,108.8,1,10,6,2,10,1
503356,23,1185.51,10,95,75,32,9.5,1
505530,34,10882.57,34,896,507,108,26.35294118,1
506333,95,889.4,2,9,6,3,4.5,1
506420,413,65.76,1,16,10,2,16,0
508337,365,271.19,2,10,9,5,5,0
508654,369,394.7,3,60,21,7,20,0
508909,426,365.68,2,22,14,5,11,0
509368,78,1996.39,3,61,21,6,20.33333333,1
510550,152,204,2,8,8,3,4,0
511070,336,223.41,2,10,10,3,5,0
511584,125,1999.03,3,156,27,5,52,1
511681,4,2107.36,20,182,135,61,9.1,1
511729,256,5865.36,13,101,66,37,7.769230769,0
513786,16,1869.96,16,726,47,25,45.375,1
516725,85,928.5,2,18,6,3,9,1
517267,123,472.7,2,46,11,4,23,1
518424,20,1432.82,9,70,31,16,7.777777778,1
518795,38,688.15,6,25,20,13,4.166666667,1
520129,27,536.45,4,47,40,13,11.75,1
520489,90,203.29,1,27,18,4,27,1
520643,317,4078.4,2,10,8,5,5,0
520904,4,2138.8,18,306,117,51,17,1
522093,15,214.8,2,12,10,6,6,1
522588,18,119.58,1,23,5,1,23,0
526897,266,157.19,1,23,17,4,23,0
530372,41,3876.71,24,295,155,69,12.29166667,1
531044,39,1379.68,3,27,22,5,9,1
532481,75,1403.9,5,45,22,11,9,1
535715,43,38808.24,29,1073,91,50,37,1
537136,66,602.45,2,18,14,6,9,1
538369,2,7337.05,28,569,362,113,20.32142857,1
538635,109,91.4,1,3,3,2,3,1
538686,1,5055.36,23,207,132,63,9,1
538809,11,5764.33,28,1068,190,69,38.14285714,1
541741,412,118.5,1,11,4,1,11,0
541993,29,4666.58,35,660,258,102,18.85714286,1
542031,63,114.84,1,21,16,2,21,1
542517,8,2250.2,11,148,115,29,13.45454546,1
542585,4,3485.1,15,218,81,38,14.53333333,1
543222,19,2939.36,21,241,133,53,11.47619048,1
543235,358,734.3,6,71,41,18,11.83333333,0
543251,334,318.4,1,36,26,6,36,0
543469,403,3199,1,1,1,1,1,0
544030,22,11077.75,31,1237,254,91,39.90322581,1
546401,29,465.69,3,36,24,9,12,1
546804,20,684.87,6,46,37,20,7.666666667,1
548122,223,1353.56,4,61,26,6,15.25,0
548451,233,81.5,1,6,3,1,6,0
548466,126,1692.06,7,58,33,12,8.285714286,1
549379,143,1434.5,7,160,25,11,22.85714286,1
550254,133,1533.64,8,131,76,21,16.375,1
551222,11,8394.04,7,195,67,19,27.85714286,1
553175,235,579.48,3,27,22,10,9,0
553431,105,360.15,3,25,15,4,8.333333333,0
553442,60,4468.33,20,612,146,51,30.6,1
553493,358,283.34,2,23,18,6,11.5,0
554048,389,71.7,1,9,9,3,9,0
554682,81,1244.24,10,124,89,23,12.4,1
555563,16,2847.06,8,142,92,28,17.75,1
555885,418,101.3,1,41,3,2,41,0
557383,62,185.08,2,25,11,5,12.5,1
558242,30,778.23,5,78,33,9,15.6,1
558551,34,617.52,4,62,23,9,15.5,1
559155,14,605.64,5,81,10,7,16.2,1
560744,79,523.11,4,43,19,7,10.75,1
562250,322,93.41,1,26,5,3,26,0
566089,398,93.75,1,3,2,1,3,0
567378,21,1554.77,9,119,78,28,13.22222222,1
568149,53,891.57,6,93,50,18,15.5,1
568356,35,218.5,1,16,6,3,16,1
568655,39,2101.54,12,282,104,38,23.5,1
569013,359,199.94,1,51,4,2,51,0
571084,385,368.7,2,20,18,5,10,0
572943,311,145.7,1,24,12,2,24,0
573861,4,11447.86,44,572,265,121,13,1
574865,102,207.5,2,16,13,7,8,1
577382,27,6887.12,11,101,40,20,9.181818182,1
578452,230,989.68,8,67,42,22,8.375,0
578576,164,2714.41,16,286,158,60,17.875,1
579390,12,1098.68,9,146,77,23,16.22222222,1
579566,321,113.4,1,8,5,3,8,0
579576,7,50.2,1,4,3,1,4,0
580031,9,2036.65,12,154,113,45,12.83333333,1
582296,19,1579.06,10,113,63,25,11.3,1
582871,79,670,3,15,9,6,5,0
584193,7,1124.9,8,94,71,26,11.75,1
584905,63,2046.05,9,89,37,12,9.888888889,1
585776,68,483,1,44,9,3,44,1
585882,10,339.36,3,61,22,6,20.33333333,1
586957,391,202.2,1,20,10,5,20,0
587639,49,499,1,1,1,1,1,0
588037,392,77.9,1,9,8,2,9,0
588118,221,1631.48,10,174,55,26,17.4,0
589084,297,1.48,1,1,1,1,1,0
589377,293,182.1,2,11,11,7,5.5,0
589545,203,278.4,2,8,5,5,4,0
592098,21,2143.8,16,182,73,34,11.375,1
593182,99,3185.39,11,186,126,36,16.90909091,1
597643,12,999.76,6,84,34,17,14,1
598731,51,1068.43,8,75,40,26,9.375,1
598954,142,198.91,1,27,18,3,27,1
599392,91,1615.12,9,189,94,26,21,1
602412,59,395.58,1,68,13,2,68,1
605104,32,410.03,3,35,28,10,11.66666667,1
605532,72,693.5,3,9,5,3,3,0
607170,262,406.62,2,84,24,8,42,0
607325,12,3797.29,7,159,55,12,22.71428571,1
607524,438,220,1,8,3,1,8,0
607762,29,1292.81,8,65,49,20,8.125,1
611259,437,132.76,1,12,1,1,12,0
612305,265,235.78,3,38,14,6,12.66666667,0
612709,74,803.57,5,134,40,14,26.8,1
612735,284,296.2,2,22,11,4,11,0
613639,165,2417.01,7,229,147,28,32.71428571,1
613810,140,187.9,2,6,5,3,3,1
614816,261,650.3,3,21,18,7,7,0
615162,81,14162.58,22,692,72,32,31.45454546,1
618460,447,504,1,30,1,1,30,0
618507,140,1153.4,3,5,3,3,1.666666667,0
618661,10,499.73,2,21,5,3,10.5,0
618974,2,1460.38,13,197,125,41,15.15384615,1
621914,32,8348.96,32,2353,218,51,73.53125,1
621945,10,2068.7,12,351,84,35,29.25,1
625692,227,330,2,7,6,6,3.5,0
627699,130,103.8,1,6,4,3,6,1
628738,75,419.56,1,31,25,4,31,1
630319,215,631.93,4,79,43,8,19.75,0
630506,301,268.95,1,16,13,2,16,0
631074,442,124.3,1,8,7,3,8,0
631575,82,792.44,6,75,52,14,12.5,1
632748,4,3491.79,9,53,33,18,5.888888889,1
633411,6,1482.92,7,178,80,22,25.42857143,1
636445,28,4552.39,18,577,195,58,32.05555556,1
636729,125,466,1,7,5,2,7,1
638205,3,585.22,4,49,25,10,12.25,1
638342,15,1479.38,15,137,76,30,9.133333333,1
639622,169,325.11,3,36,24,9,12,1
640063,1,2750.72,5,257,75,18,51.4,1
640689,35,388.83,2,10,8,4,5,1
640814,52,1523.34,8,101,52,24,12.625,1
641926,204,1165.83,7,106,81,19,15.14285714,0
644071,274,322.9,3,36,28,11,12,0
646259,66,96.4,1,4,4,2,4,1
646789,72,7960.54,28,441,267,81,15.75,1
647157,106,596.55,3,66,19,8,22,1
648205,263,1614,7,22,18,12,3.142857143,0
649312,435,273.81,1,22,21,5,22,0
651092,150,1831.2,4,46,38,10,11.5,1
651772,270,702.25,5,53,19,14,10.6,0
652226,3,2641.97,15,165,100,42,11,1
652403,11,3021.07,9,72,38,20,8,1
652442,39,3644.98,14,137,69,31,9.785714286,1
652662,411,225.4,1,31,9,2,31,0
652785,8,6866.21,38,473,248,107,12.44736842,1
653593,8,3020.29,27,272,175,73,10.07407407,1
654312,345,168,1,2,2,1,2,0
655016,10,3130.31,13,204,178,36,15.69230769,1
656099,379,108.1,1,6,6,2,6,0
656802,19,1728.14,11,133,50,28,12.09090909,1
657088,341,137.3,1,10,9,3,10,0
657638,2,6267.3,29,586,251,98,20.20689655,1
658265,85,128.65,1,16,13,2,16,1
658991,140,739.34,5,93,31,10,18.6,1
660169,41,2526.25,8,113,99,32,14.125,1
662031,172,287,1,2,2,1,2,0
662279,98,170.74,1,9,7,3,9,1
662448,451,281.3,1,15,9,4,15,0
663663,26,171.7,1,14,8,2,14,1
663755,336,210,1,1,1,1,1,0
663899,18,14306.74,32,1124,268,101,35.125,1
665137,383,222.8,1,4,3,3,4,0
665495,68,736.51,5,79,47,12,15.8,1
665800,230,1774,4,13,6,4,3.25,0
666067,21,1787.35,12,161,141,37,13.41666667,1
668533,23,3694.21,24,175,127,71,7.291666667,1
668690,108,717.88,2,75,59,8,37.5,1
670339,90,421.7,2,28,20,3,14,0
670632,64,2444.82,9,265,141,31,29.44444444,1
670739,116,656.14,4,91,36,19,22.75,1
671105,134,284.9,2,18,14,6,9,1
671508,307,153,1,2,2,1,2,0
671800,8,697.86,4,103,33,9,25.75,1
672145,278,1136.6,6,79,35,12,13.16666667,0
673071,150,309,2,5,4,3,2.5,1
674386,84,545.94,3,38,17,6,12.66666667,1
674412,7,7064.91,18,1030,146,44,57.22222222,1
674421,333,466,2,6,4,2,3,0
675495,19,1398.11,11,252,95,27,22.90909091,1
675516,149,2329.73,11,217,129,38,19.72727273,1
676532,381,212,2,4,2,2,2,0
